Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_20,SMA_50,EMA_20,EMA_50,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,Positive_Flow_14,Negative_Flow_14,MFI,ATR,Keltner_Upper,Keltner_Lower,DI_plus,DI_minus,ADX,Red_Candle,Red_Candle_Count,Upper_Band,Lower_Band,Supertrend,Signal,Position,Entry_Price,Exit_Price,Exit_Reason,PnL,PnL_Percent,Trailing_SL
2024-09-12 00:00:00+05:30,759.7446278215249,774.3513549221617,757.5389176117205,772.24365234375,17578964,0.0,0.0,791.8843017578125,815.9569372558594,789.1567503699534,804.6297955630591,37.030082337444846,781.4127128451291,793.6701807405726,-12.257467895443483,-9.499645102153034,-2.7578227932904493,76584342873.04437,89868014888.18063,46.009767541355096,15.812495353782595,817.6153316773905,760.6981690625164,8.739358728218805,32.923157220039705,33.169729123869004,0,2.0,813.3826223282888,718.5076502055933,-1.0,Sell,0,,772.24365234375,Indicator Sell Signal,4.99957275390625,0.6516274138705561,383.6220397949219
2024-09-18 00:00:00+05:30,768.3714262748396,779.1058950529456,766.6068699986203,777.145263671875,18324412,0.0,0.0,786.5121765136719,811.188681640625,783.6804189595119,799.8814229415751,40.50633668198863,777.1247750097552,788.0715156811233,-10.946740671368048,-10.693695953936997,-0.2530447174310506,79442293660.58989,86939714048.92334,47.74692573687919,15.890914490119622,813.5016295631555,753.8592083558684,14.04468494873997,31.16625504195319,41.50756788072412,0,2.0,820.5291259961418,725.183639055424,-1.0,Sell,0,,777.145263671875,Indicator Sell Signal,9.65606689453125,1.2581371744484073,383.7445983886719
2024-10-24 00:00:00+05:30,770.5771069894755,781.3115753553931,769.2047009756573,778.9097900390625,5607500,0.0,0.0,782.1963409423828,784.9123010253907,783.1600750098017,788.6519669013603,49.12716074940482,783.4089608519333,783.566661526617,-0.15770067468372417,0.03591751940419421,-0.1936181940879184,71632397508.67967,64951983238.91377,52.44552643325713,13.50384623226795,809.854064097369,756.4660859222345,22.454511872946348,22.94899689731116,7.775674821128149,0,2.0,815.7696768623291,734.7465994687213,-1.0,Sell,0,,778.9097900390625,Indicator Sell Signal,8.38165283203125,1.0877802415383055,385.2640686035156
2024-11-18 00:00:00+05:30,795.0360273075926,800.623838726437,783.5173179107193,798.2710571289062,9322451,0.0,0.0,803.4961517333984,787.9463818359375,804.6809965067787,798.734987299532,56.66367327698601,807.3451330546583,802.4238206550908,4.921312399567455,7.946683387353335,-3.0253709877858803,113646229499.51544,60256519816.35171,65.35045014906282,21.405202566769084,847.4914016403169,761.8705913732405,22.8870699926426,21.21362361525262,15.642480346522644,0,2.0,856.2861860188854,727.8549706182708,-1.0,Sell,0,,798.2710571289062,Indicator Sell Signal,9.8521728515625,1.2496114753254415,394.2094421386719
2024-12-31 00:00:00+05:30,771.4594156879419,783.4682824464205,770.5281038501324,779.3019409179688,9086044,0.0,0.0,821.9040252685547,811.9582336425781,808.4764318221204,810.1423851699979,19.93369865813061,800.9246290052267,810.4897898181586,-9.565160812931822,-2.2808578423703016,-7.28430297056152,5434062475.553232,102630197969.73105,5.028547322826157,17.21434351448371,842.8364848999285,774.1163787443123,1.8791403415346097,43.11340328429833,51.1468169589906,0,2.0,828.6412236917275,725.3551626048253,-1.0,Sell,0,,779.3019409179688,Indicator Sell Signal,-4.6075439453125,-0.5877647909970224,391.9547424316406
2025-01-14 00:00:00+05:30,718.5224071080802,742.0989878190752,718.5224071080802,733.4232177734375,11960975,0.0,0.0,777.2678131103515,804.9352526855469,770.5585985384464,790.9781545835089,26.50736164273063,755.4143695200028,777.937620013469,-22.523250493466207,-16.50065038922978,-6.022600104236428,33749031290.534836,94288329642.50146,26.35873704721672,21.03757695450828,811.9573349906907,729.1598620862021,8.336211354144027,38.838489310155786,80.78250752561875,0,2.0,793.4234283271026,667.197966600053,-1.0,Sell,0,,733.4232177734375,Indicator Sell Signal,-29.99761962890625,-3.9293687255089527,381.7104187011719
2025-01-27 00:00:00+05:30,725.4335984843208,740.4814201410142,721.4143281559363,734.4525146484375,11433353,0.0,0.0,750.2110931396485,790.7069494628906,752.7974847852989,776.0699840315588,39.70741122255353,743.0323732199629,759.4996528578686,-16.467279637905676,-17.13804350091211,0.6707638630064352,38783428667.39432,77033341553.94656,33.48688501093076,18.748538879446834,787.2065769440213,718.3883926265765,16.435620465573628,35.049445824986634,50.74956059793037,0,2.0,787.1934907868157,674.7022575101347,-1.0,Sell,0,,734.4525146484375,Indicator Sell Signal,3.23504638671875,0.4424191881533191,365.6087341308594
2025-02-12 00:00:00+05:30,718.7184448242188,724.1591847308209,703.0333943785369,718.7184448242188,12697743,0.0,0.0,740.3417602539063,771.9809619140625,740.3074443632278,760.6923360227001,44.95873730032774,733.9416067339827,745.0334049767969,-11.091798242814207,-9.874343394714437,-1.21745484809977,50678747238.66075,102062669342.49765,33.17944037250227,18.56717189427412,775.8928915926389,704.7219971338167,16.936004604766957,24.524465794138937,16.14822284972446,0,2.0,769.2978052375012,657.8947738718565,-1.0,Sell,0,,718.7184448242188,Indicator Sell Signal,-3.97027587890625,-0.549375653053427,361.3443603515625
2025-03-03 00:00:00+05:30,676.5648746220754,683.6721631354309,666.6146467698901,681.6134643554688,10598479,0.0,0.0,715.3510620117188,740.0550231933594,710.9703438220362,737.8547611393449,23.225768097406416,700.8018773888112,717.4559712136706,-16.654093824859387,-14.15078098275374,-2.5033128421056468,25061863963.58829,74008054599.63133,25.297148041557662,13.381326473628167,736.7918852289881,685.1488024150842,3.304934612167412,37.15571332372612,49.92730127904823,0,2.0,715.287384373545,634.999425531776,-1.0,Sell,0,,681.6134643554688,Indicator Sell Signal,6.37200927734375,0.9436638152801968,337.6207275390625
2025-04-16 00:00:00+05:30,748.4710501178707,759.4996019368964,745.5301029661306,756.5586547851562,12536694,0.0,0.0,744.8781646728515,728.3892565917969,742.5116950217334,739.4138894177155,46.847797517897526,746.2713830662011,740.2019766142456,6.069406451955501,6.8724971848491405,-0.8030907328936392,72468061128.47743,35364852599.42408,67.204027623086,20.160191705298793,776.4208291401266,708.6025609033403,20.09855265057126,24.929002795823305,42.892237572993444,0,2.0,812.9954275674098,692.034277335617,-1.0,Sell,0,,756.5586547851562,Indicator Sell Signal,8.087646484375,1.0805557456040957,374.2355041503906
